"lemma","discriminator","is_official","supertype","frame","distribution","pronominal_class","subject","sememe","examples","synonyms","etymology","etymological_notes","definition_type","qtq_definition","qtq_notes","qtq_gloss","eng_definition","eng_notes","eng_gloss","cmn_definition","cmn_notes","cmn_gloss","spa_definition","spa_notes","spa_gloss","fra_definition","fra_notes","fra_gloss","por_definition","por_notes","por_gloss","rus_definition","rus_notes","rus_gloss","deu_definition","deu_notes","deu_gloss","jpn_definition","jpn_notes","jpn_gloss","tgl_definition","tgl_notes","tgl_gloss","tur_definition","tur_notes","tur_gloss","pol_definition","pol_notes","pol_gloss","nld_definition","nld_notes","nld_gloss","bul_definition","bul_notes","bul_gloss","isl_definition","isl_notes","isl_gloss","lou_definition","lou_notes","lou_gloss","epo_definition","epo_notes","epo_gloss","tok_definition","tok_notes","tok_gloss","tlh_definition","tlh_notes","tlh_gloss","ithkuil-iv_definition","ithkuil-iv_notes","ithkuil-iv_gloss","votgil_definition","votgil_notes","votgil_gloss","c_definition","c_gloss","c_notes","jbo_definition","jbo_gloss","jbo_notes","langdata","qpv_definition","qpv_gloss","qpv_notes"
"Barajıu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Brazil – Federative Republic of Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'PP5r_iw82Zuh', 'author': 'countries', 'date': '2025-09-21T18:01:04.350Z', 'score': 0})}",,,
"Barajıugua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Brazil – Federative Republic of Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ucuwGReX1WhJ', 'author': 'countries', 'date': '2025-09-21T18:01:04.350Z', 'score': 0})}",,,
"Baranızu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a Guaraní language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'qitheWw7b', 'author': 'Ilmen', 'date': '2024-03-02T22:41:11.398Z', 'score': 0})}",,,
"Baratanaomı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Indian Ocean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'YgPM94g_d', 'author': 'jiqci', 'date': '2024-10-24T16:21:29.397Z', 'score': 0})}",,,
"Baraını",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Bahrain – Kingdom of Bahrain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'w6NkPPDOV-31', 'author': 'countries', 'date': '2025-09-21T18:01:04.342Z', 'score': 0})}",,,
"Baraınıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Bahrain – Kingdom of Bahrain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'TfpRl6DEFIEn', 'author': 'countries', 'date': '2025-09-21T18:01:04.342Z', 'score': 0})}",,,
"Batıkaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Vatican City – Vatican City State.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mQECQTpcLirB', 'author': 'countries', 'date': '2025-09-21T18:01:04.436Z', 'score': 0})}",,,
"Batıkaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Vatican City – Vatican City State.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cZxz51-NB70S', 'author': 'countries', 'date': '2025-09-21T18:01:04.436Z', 'score': 0})}",,,
"Bekıqtaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Uzbekistan – Republic of Uzbekistan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '2VW4h3ItXBZ3', 'author': 'countries', 'date': '2025-09-21T18:01:04.434Z', 'score': 0})}",,,
"Bekıqtaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Uzbekistan – Republic of Uzbekistan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Dlb9fuH2jfZZ', 'author': 'countries', 'date': '2025-09-21T18:01:04.434Z', 'score': 0})}",,,
"Belarusı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Belarus – Republic of Belarus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'kJ95i4fQB9gv', 'author': 'countries', 'date': '2025-09-21T18:01:04.344Z', 'score': 0})}",,,
"Belarusıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Belarus – Republic of Belarus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ncSf_nCIBa3S', 'author': 'countries', 'date': '2025-09-21T18:01:04.344Z', 'score': 0})}",,,
"Belejı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Belgian.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'wf2sjW891', 'author': 'Laqme', 'date': '2023-12-17T15:24:18.596Z', 'score': 0})}",,,
"Belejıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VS0HqSZlj', 'author': 'Laqme', 'date': '2023-12-17T15:24:25.674Z', 'score': 0})}",,,
"Belıje",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Belize.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'nqrIXu_ohMRQ', 'author': 'countries', 'date': '2025-09-21T18:01:04.345Z', 'score': 0})}",,,
"Belıjegua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Belize.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'EWTvq9JOrZVN', 'author': 'countries', 'date': '2025-09-21T18:01:04.346Z', 'score': 0})}",,,
"Benejuela",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Venezuela – Bolivarian Republic of Venezuela.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ulsTm0LpsZHZ', 'author': 'countries', 'date': '2025-09-21T18:01:04.436Z', 'score': 0})}",,,
"Benejuelagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Venezuela – Bolivarian Republic of Venezuela.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '-BUUf16wo3Xv', 'author': 'countries', 'date': '2025-09-21T18:01:04.437Z', 'score': 0})}",,,
"Benelu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the Benelux.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vnHtqlCYF', 'author': 'robintown', 'date': '2025-07-28T08:54:27.552Z', 'score': 0})}",,,
"Benıq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Benin – Republic of Benin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '3yl1NhMkZW-Q', 'author': 'countries', 'date': '2025-09-21T18:01:04.346Z', 'score': 0})}",,,
"Benıqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Benin – Republic of Benin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mq6G_XmsKhB8', 'author': 'countries', 'date': '2025-09-21T18:01:04.346Z', 'score': 0})}",,,
"Beqtarım",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Mesopotamia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'QipznPP05', 'author': 'evie', 'date': '2025-10-19T08:01:29.987Z', 'score': 0})}",,,
"Berabaqzu",1,"False",,"c","d","hoq","free",,"[]",,,,"informal",,,,"▯ is Eberban (a logical language).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'hKUMWJuXq', 'author': 'mimiaoganhaqpy', 'date': '2023-03-20T05:17:57.324Z', 'score': 0})}",,,
"Bereoropa",1,"False",,"c","d","maq","individual",,"[]",,,,"informal",,,,"▯ is Northern Europe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '7FTPpOPZf', 'author': 'kazoo', 'date': '2025-05-02T18:23:34.988Z', 'score': 0})}",,,
"Beroafarı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is North Africa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '1R-EhmLHy', 'author': 'kazoo', 'date': '2025-05-03T08:19:55.895Z', 'score': 0})}",,,
"Beroamerıka",1,"False",,"c","d","maq","individual","qavobu","[]",,,,"informal",,,,"▯ is North America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'SfZnD-U_e', 'author': 'robintown', 'date': '2022-08-18T02:34:04.507Z', 'score': 1})}",,,
"Berogaorea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Tropic of Cancer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'rZGbJxzBk', 'author': 'jiqci', 'date': '2024-06-29T08:38:08.056Z', 'score': 0})}",,,
"Beroguqto",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Plough / Big Dipper asterism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'm1IInhzK1', 'author': 'jiqci', 'date': '2024-09-14T12:42:16.436Z', 'score': 0})}",,,
"Beronuım",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the North Star / Polaris / α Ursae Minoris.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Sm7bxjnaf', 'author': 'jiqci', 'date': '2024-09-14T12:38:25.458Z', 'score': 0})}",,,
"Berosamızu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Northern Sami language",,"Northern.Sami.language",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Mr8IqlIIe', 'author': 'salarua', 'date': '2023-12-06T21:07:45.735Z', 'score': 0})}",,,
"Berotoaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Northern Toaqic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'LAmLxpQma', 'author': 'shuaida', 'date': '2023-04-16T01:58:03.062Z', 'score': 0})}",,,
"Berotoaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Northern Toaqistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'WOZloB_Fh', 'author': 'shuaida', 'date': '2023-04-16T01:58:27.164Z', 'score': 0})}",,,
"Betatoaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to Toaq Beta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'OnNjBw87b', 'author': 'uakci', 'date': '2022-12-07T18:21:32.906Z', 'score': 0})}",,,
"Boanazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Bavarian language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'nTDqPJyVT', 'author': 'eednb', 'date': '2023-12-31T22:12:16.420Z', 'score': 0})}",,,
"Bogarıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Bulgaria – Republic of Bulgaria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5Asnyi6lVOYp', 'author': 'countries', 'date': '2025-09-21T18:01:04.351Z', 'score': 0})}",,,
"Bogarıagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Bulgaria – Republic of Bulgaria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ucReY7IHogFS', 'author': 'countries', 'date': '2025-09-21T18:01:04.351Z', 'score': 0})}",,,
"Bojıpuzu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Bhojpuri language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '8PN_TjkkT', 'author': 'eednb', 'date': '2023-12-31T22:14:29.011Z', 'score': 0})}",,,
"Bolıbıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Bolivia – Plurinational State of Bolivia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ohAgJsJanR8E', 'author': 'countries', 'date': '2025-09-21T18:01:04.348Z', 'score': 0})}",,,
"Bolıbıagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Bolivia – Plurinational State of Bolivia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'XuGkr0UxqDzC', 'author': 'countries', 'date': '2025-09-21T18:01:04.348Z', 'score': 0})}",,,
"Bosuana",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Botswana – Republic of Botswana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'HAlNbMv1WSGu', 'author': 'countries', 'date': '2025-09-21T18:01:04.349Z', 'score': 0})}",,,
"Bosuanagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Botswana – Republic of Botswana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5DxYe8N7IG77', 'author': 'countries', 'date': '2025-09-21T18:01:04.349Z', 'score': 0})}",,,
"Botıqlızu",1,"False",,"c","d","hoq","free",,"[]",,,,"informal",,,,"▯ is Vötgil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'miWVD0hXp', 'author': 'jiqci', 'date': '2023-06-28T13:41:18.668Z', 'score': 0})}",,,
"Bugarıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Bulgarian.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'tsWIviQY-', 'author': 'Laqme', 'date': '2023-12-17T15:22:29.638Z', 'score': 0})}",,,
"Bugarıagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Bulgaria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'SUIf177AF', 'author': 'Laqme', 'date': '2023-12-17T15:22:37.486Z', 'score': 0})}",,,
"Bugarıazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Bulgarian language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'kH9plACxf', 'author': 'Laqme', 'date': '2023-12-17T15:23:06.567Z', 'score': 0})}",,,
"Bukınafaso",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Burkina Faso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'pD9ovXvPzYW8', 'author': 'countries', 'date': '2025-09-21T18:01:04.352Z', 'score': 0})}",,,
"Bukınafasogua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Burkina Faso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'X4N8uhlz-Akq', 'author': 'countries', 'date': '2025-09-21T18:01:04.352Z', 'score': 0})}",,,
"Buma",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Burma → Myanmar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'gNqyy6NYesjv', 'author': 'countries', 'date': '2025-09-21T18:01:04.352Z', 'score': 0})}",,,
"Bumagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Burma → Myanmar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'S111Bl42USKZ', 'author': 'countries', 'date': '2025-09-21T18:01:04.353Z', 'score': 0})}",,,
"Buneı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Brunei – Nation of Brunei, Abode of Peace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 's_ymnixe4RST', 'author': 'countries', 'date': '2025-09-21T18:01:04.350Z', 'score': 0})}",,,
"Buneıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Brunei – Nation of Brunei, Abode of Peace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'GgJMkc1nk_L4', 'author': 'countries', 'date': '2025-09-21T18:01:04.351Z', 'score': 0})}",,,
"Buruqdı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Burundi – Republic of Burundi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'W-mS1Y3hjDtc', 'author': 'countries', 'date': '2025-09-21T18:01:04.353Z', 'score': 0})}",,,
"Buruqdıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Burundi – Republic of Burundi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'YTqfEnuUXV4i', 'author': 'countries', 'date': '2025-09-21T18:01:04.354Z', 'score': 0})}",,,
"Bushukue",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a holy book.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'A3Ie3axcp', 'author': 'Yehah', 'date': '2024-10-28T01:17:24.251Z', 'score': 0})}",,,
"Butaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Bhutan – Kingdom of Bhutan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'IpLJhvnjMoLi', 'author': 'countries', 'date': '2025-09-21T18:01:04.347Z', 'score': 0})}",,,
"Butaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Bhutan – Kingdom of Bhutan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'n7VC7Io1hd0c', 'author': 'countries', 'date': '2025-09-21T18:01:04.347Z', 'score': 0})}",,,
"Bıenamzu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Vietnamese language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'tpwfgENdo', 'author': 'Ilmen', 'date': '2023-08-30T20:11:44.314Z', 'score': 0})}",,,
"Bıenaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Vietnam – Socialist Republic of Vietnam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '9MTCuBQ6flSB', 'author': 'countries', 'date': '2025-09-21T18:01:04.437Z', 'score': 0})}",,,
"Bıenaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Vietnam – Socialist Republic of Vietnam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '8W0YOEKgX_2E', 'author': 'countries', 'date': '2025-09-21T18:01:04.438Z', 'score': 0})}",,,
"Bıetoaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is post-Toaqic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 's_kBxXO-p', 'author': 'robintown', 'date': '2022-07-01T22:44:37.659Z', 'score': 0})}",,,
"Bırıtaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is British.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'WNEss_VTa', 'author': 'robintown', 'date': '2025-05-02T18:04:48.236Z', 'score': 0})}",,,
"Bırıtaqgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Great Britain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'NTxjLQK0z', 'author': 'robintown', 'date': '2025-05-02T18:11:44.012Z', 'score': 0})}",,,
"Bısaꝡazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Cebuano language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'kQqjqD6me', 'author': 'eednb', 'date': '2023-12-31T22:21:03.592Z', 'score': 0})}",,,
"Chatısagazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Chhattisgarhi language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'sLz8nxzzB', 'author': 'eednb', 'date': '2023-12-31T22:22:20.357Z', 'score': 0})}",,,
"Chaꝡashazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Chuvash language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '8yzQ7vbjS', 'author': 'SuperSpaceNiM', 'date': '2024-08-16T08:47:10.679Z', 'score': 0})}",,,
"Cheka",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to the culture of Czech Republic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'IbC5WjVLxChQ', 'author': 'countries', 'date': '2025-09-21T18:01:04.364Z', 'score': 0})}",,,
"Chekagua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the country Czech Republic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Vmtv2ZV_fnho', 'author': 'countries', 'date': '2025-09-21T18:01:04.365Z', 'score': 0})}",,,
"Chekasuobakıgua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Czechoslovakia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'QrMh5bpdo', 'author': 'jiqci', 'date': '2023-09-22T18:23:26.681Z', 'score': 0})}",,,
"Chekazu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the Czech language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xIhI1DKSo', 'author': 'eednb', 'date': '2023-12-31T22:24:28.404Z', 'score': 0})}",,,
